MSA,Water_Using_Cluster,Days,Bathtub_prop,RO_system_prop,Humidifer_prop,Evaporative_cooler_prop,Ice_make_prop,Year_built_mean,Home_value_per_sqft_prctl_mean,Home_size_prctl_mean,Avg_msa_daily_temp,Avg_msa_daily_ppt,daily_vol_cw_pc,daily_vol_dw_pc,daily_vol_faucet_pc,daily_vol_indoor_pc,daily_vol_leak_pc,daily_vol_shower_pc,daily_vol_soft_pc,daily_vol_toilet_pc,Daily_vol_mean
"Las Vegas, Nv",High Water-Using Cluster,57,0.512437811,0.273631841,0.064676617,0.044776119,0.472636816,24.35532995,0.486871852,0.500027342,5.611003,0,68.81642137,6.566489247,17.88126426,16.91670479,72.8707233,55.54372161,124.1806293,55.37229317,152.713293
"Las Vegas, Nv",High Water-Using Cluster,58,0.524271845,0.276699029,0.063106796,0.04368932,0.466019417,24.26732673,0.48596926,0.505348605,5.7391715,0,65.24419704,7.817366104,17.72653962,13.33694285,68.61549371,53.79137326,84.39152031,58.71884163,148.3157093
"Las Vegas, Nv",High Water-Using Cluster,59,0.502538071,0.274111675,0.065989848,0.045685279,0.45177665,24.66321244,0.478836551,0.492320247,6.0138273,0,73.26167482,7.966022894,18.90780122,23.00063514,79.93467215,58.93416617,117.2313838,60.12697424,171.8789498
"Las Vegas, Nv",High Water-Using Cluster,60,0.519607843,0.274509804,0.058823529,0.044117647,0.455882353,24.27860697,0.482490808,0.492226348,5.917167,0,57.427613,7.278657846,20.53335871,18.28259639,53.16524257,51.87501881,59.93181527,65.56289234,155.1428345
"Las Vegas, Nv",High Water-Using Cluster,61,0.512437811,0.28358209,0.059701493,0.039800995,0.457711443,24.20304569,0.490672902,0.501052788,6.2019033,2.7993495,66.40036478,6.941710632,18.6342183,16.33494185,74.33229281,50.4499976,63.00063113,60.6359752,154.4013053
"Las Vegas, Nv",High Water-Using Cluster,62,0.517766497,0.284263959,0.065989848,0.040609137,0.461928934,24.01036269,0.489509615,0.493345957,1.7603076,3.4232676,55.42616679,6.837837826,18.45843712,17.63988769,46.20057746,51.90331914,72.60260512,53.57624919,136.1179676
"Los Angeles, Ca",Medium Water-Using Cluster,1,0.743827646,0.105205221,0.035697437,0.010536248,0.557163076,61.33475851,0.498978256,0.503639558,9.991581,0,48.50962196,6.024823835,18.75249633,16.03741612,40.18017695,45.39732191,78.629238,49.5861206,122.5608055
"Los Angeles, Ca",Medium Water-Using Cluster,2,0.743351692,0.104956727,0.034933124,0.01054288,0.554681353,61.32324513,0.498645015,0.502880335,9.700465,1.963751,50.74889139,5.85855858,18.66801838,15.12205467,48.62382134,43.41916377,75.1563249,50.51837448,121.6488452
"Los Angeles, Ca",Medium Water-Using Cluster,3,0.745263817,0.106779396,0.036167215,0.010490058,0.55519023,61.1644851,0.498232592,0.505179244,10.796716,2.4117737,51.23317649,5.86590648,19.4049764,15.19387589,43.50664699,45.22168591,65.30404278,52.2287831,126.6999286
"Los Angeles, Ca",Medium Water-Using Cluster,4,0.746448425,0.106701668,0.035670167,0.010345893,0.555744287,61.241449,0.499024941,0.503923416,13.395928,0.051699623,52.37948352,5.979011463,20.51664727,14.99805928,43.51994755,45.77016109,74.09401132,53.55791072,130.3983053
"Los Angeles, Ca",Medium Water-Using Cluster,5,0.747425058,0.106840892,0.035511145,0.010453497,0.556648732,61.36170871,0.498283237,0.503074631,11.999827,1.326507,48.71161066,5.936372731,19.3997072,16.32553987,43.91874862,45.00273504,56.90479904,50.58321206,124.3670399
"Los Angeles, Ca",Medium Water-Using Cluster,6,0.748973696,0.106735594,0.035578531,0.01033906,0.558765395,61.29536059,0.499544943,0.503900947,9.968105,0.007524718,48.12562699,5.8209007,18.90388453,15.95178829,44.03350564,44.91802575,63.78210433,49.69470609,122.3374671
"Los Angeles, Ca",Medium Water-Using Cluster,7,0.750226655,0.106527652,0.036113629,0.010275008,0.5593835,61.27164815,0.498996273,0.50379267,8.887114,0.03391844,49.12851498,5.964851658,18.82509949,15.50296714,44.73288729,45.06427792,70.53224532,49.46844723,122.5983727
"Los Angeles, Ca",Medium Water-Using Cluster,8,0.751091703,0.107212769,0.036440295,0.010088842,0.561060081,61.27793783,0.499419499,0.503691447,8.207426,0.011526222,49.45228146,5.772464412,18.63083543,15.94383346,45.33308083,45.64789234,62.71441981,49.5911293,123.2666682
"Los Angeles, Ca",Medium Water-Using Cluster,9,0.75134973,0.107078584,0.036742651,0.01034793,0.561337732,61.34405193,0.499918781,0.503012443,8.277795,0.14743112,49.14107802,5.834480809,18.53600858,16.23941254,45.2905337,44.69113258,88.11731062,50.14903524,122.0381346
"Los Angeles, Ca",Medium Water-Using Cluster,10,0.753361219,0.108156558,0.036450553,0.010158351,0.56304153,61.25037617,0.499990742,0.502968814,9.415885,0.10163627,52.66789683,5.829553975,19.35953926,15.53510557,46.42631771,44.51798722,69.30854673,52.11447338,125.6083919
"Los Angeles, Ca",Medium Water-Using Cluster,11,0.754052045,0.108698885,0.037026022,0.010260223,0.56267658,61.20628743,0.499353826,0.503882232,9.701586,22.831022,51.9366126,6.25994229,20.65081263,14.76164855,42.01453988,45.56547615,86.10591895,53.62197814,128.7103687
"Los Angeles, Ca",Medium Water-Using Cluster,12,0.75423477,0.108172363,0.036849926,0.009955423,0.562852897,61.3301915,0.50092908,0.501710624,7.648683,16.655134,48.86593921,5.841554552,18.9890089,15.57800729,48.05168463,45.14258413,76.70927442,50.23350396,122.760744
"Los Angeles, Ca",Medium Water-Using Cluster,13,0.75409111,0.108359133,0.037151703,0.01017249,0.563320065,61.23147736,0.500169777,0.502057097,5.909795,2.8095868,46.13216902,5.821726355,18.70803776,15.67986484,44.82611556,46.29565304,78.63486456,49.7827993,121.8155715
"Los Angeles, Ca",Medium Water-Using Cluster,14,0.754612006,0.108345534,0.037481698,0.010395315,0.564275256,61.30349506,0.500167193,0.501073918,6.764583,0,48.62388645,5.859786296,18.53327569,15.73671211,47.35349805,46.2238285,61.15069625,49.3867078,122.0999163
"Los Angeles, Ca",Medium Water-Using Cluster,15,0.753830439,0.108273749,0.037501824,0.010214505,0.563111046,61.35757309,0.499964415,0.500939628,7.7626667,0,48.29079501,5.829547956,18.56245448,15.91515941,42.22434626,45.85876582,86.59580474,49.65023594,121.9829389
"Los Angeles, Ca",Medium Water-Using Cluster,16,0.755006578,0.109486917,0.037713785,0.010524777,0.563806461,61.28985721,0.49955063,0.501456393,8.651548,0,53.32785075,6.008369606,18.79705278,16.01010867,46.4358546,45.07308505,78.05910431,50.89334565,124.2163815
"Los Angeles, Ca",Medium Water-Using Cluster,17,0.756867329,0.109585038,0.037843366,0.010666277,0.562244302,61.28880388,0.500220485,0.501007556,9.82072,0,53.03317824,6.179036584,19.60071618,15.53688092,42.46552514,46.32726542,73.37211536,53.27073596,128.7993414
"Los Angeles, Ca",Medium Water-Using Cluster,18,0.757810219,0.110218978,0.037226277,0.009635036,0.562627737,61.33039389,0.499569951,0.499779028,8.699176,0,52.6135425,6.216869573,20.36336911,16.4521439,46.04726379,47.59759468,58.48185118,53.95315818,132.2672988
"Los Angeles, Ca",Medium Water-Using Cluster,19,0.756870119,0.108620191,0.037894128,0.010124385,0.562192653,61.37026791,0.500120994,0.499542812,8.762812,0,48.9759353,6.121042324,19.54545762,17.15873496,44.27194066,46.63193615,63.0187638,52.61167679,127.528592
"Los Angeles, Ca",Medium Water-Using Cluster,20,0.756221065,0.108506944,0.037760417,0.009982639,0.563078704,61.38193736,0.498915681,0.499062688,8.815624,0,50.24470414,6.088802656,19.25799004,15.81399485,45.68021946,47.031351,67.26582413,52.0103138,125.8582093
"Los Angeles, Ca",Medium Water-Using Cluster,21,0.756228273,0.109646582,0.03693511,0.010428737,0.561848204,61.34120735,0.499078502,0.499128525,11.071802,0,51.28465056,6.007065252,19.64638252,17.08848277,45.98147846,46.87479626,87.88861596,52.63368996,127.5423146
"Los Angeles, Ca",Medium Water-Using Cluster,22,0.759291521,0.109901278,0.038037166,0.010598142,0.56518583,61.17231804,0.49824792,0.500640336,12.411519,0,54.32864051,6.018510707,19.61712071,17.35298126,43.64405652,47.6215127,70.67025089,53.12235972,129.0365237
"Los Angeles, Ca",Medium Water-Using Cluster,23,0.758076305,0.110948692,0.037713785,0.0103786,0.564244993,61.30107369,0.497660684,0.500209534,12.288098,0,53.65155162,6.307504222,20.5264019,17.39147307,41.217872,48.67438037,59.74177515,55.72073406,133.0767461
"Los Angeles, Ca",Medium Water-Using Cluster,24,0.759414226,0.109533772,0.037955768,0.010161387,0.565451285,61.08439898,0.49640026,0.50222267,12.52344,0,50.18995589,6.974750242,22.23985344,16.65083109,45.13835804,49.41877807,72.77761465,57.8674581,136.3189737
"Los Angeles, Ca",Medium Water-Using Cluster,25,0.757966616,0.1107739,0.038239757,0.010015175,0.561608498,61.22361387,0.49717007,0.499931208,14.896274,0,49.53667277,6.990836149,21.5313069,16.63581958,41.32845747,47.60314546,64.58039022,58.28191192,130.7625513
"Los Angeles, Ca",Medium Water-Using Cluster,26,0.759068121,0.110439398,0.037746977,0.010026541,0.563845473,61.21384021,0.497053737,0.500548228,17.51874,0.000124592,54.28808481,6.282598585,20.096247,17.23414909,48.50768306,48.09041953,78.70460586,56.83327386,133.1295693
"Los Angeles, Ca",Medium Water-Using Cluster,27,0.756438237,0.109995635,0.038556671,0.010330278,0.5627819,61.17674623,0.496036731,0.502337415,16.388546,0.011554328,52.39430579,6.081524586,19.32118357,15.66581021,46.1294447,45.42693893,71.66877821,54.33049451,124.3424238
"Los Angeles, Ca",Medium Water-Using Cluster,28,0.758419595,0.109782767,0.037469019,0.010497157,0.565680128,61.23099501,0.496133437,0.500712463,12.840057,11.475036,51.14286792,5.987173281,19.25381394,15.80821314,46.74323221,46.66939527,67.4807895,53.82692095,125.0710444
"Los Angeles, Ca",Medium Water-Using Cluster,29,0.760209272,0.109722424,0.038075861,0.010608923,0.564888824,61.29714704,0.498099206,0.499116317,11.231989,0.29236314,50.87364946,6.102619724,19.3229784,16.16472385,45.13159833,45.24111811,64.33923439,53.9480734,124.0069616
"Los Angeles, Ca",Medium Water-Using Cluster,30,0.759444203,0.10971197,0.037487335,0.011000145,0.566796932,61.27164092,0.496429545,0.500812667,10.742054,0.65573484,52.45474881,6.215735924,19.44085246,16.4215245,45.22982457,46.13458289,74.86763183,54.01703194,125.9293511
"Los Angeles, Ca",Medium Water-Using Cluster,31,0.759104871,0.109112184,0.037882112,0.010823461,0.567939155,61.14647431,0.498162206,0.501075187,11.700819,3.4287758,52.68459069,6.563679554,20.66323431,16.14099153,43.17176925,47.63454455,75.32667303,55.99986945,130.3680283
"Los Angeles, Ca",Medium Water-Using Cluster,32,0.760945709,0.108143608,0.038382954,0.010945709,0.567133684,61.26428676,0.497338714,0.50075102,11.161298,36.788128,51.97650066,6.654140616,20.35934759,15.70180701,44.84685703,45.25230906,74.80170341,57.29340386,128.8495573
"Los Angeles, Ca",Medium Water-Using Cluster,33,0.759734641,0.108883761,0.037352178,0.010816268,0.56706086,61.32452447,0.498347197,0.499558269,8.205733,1.1695824,51.52961306,6.230168491,20.34828677,15.45140183,42.30909317,46.38152034,69.5758332,55.87206119,130.0352012
"Los Angeles, Ca",Medium Water-Using Cluster,34,0.759376379,0.108398294,0.037652596,0.010589793,0.565230181,61.42797927,0.499149563,0.496201431,7.7134356,3.4025822,49.53575633,9.64851929,19.36655112,14.57169899,41.0736499,44.42844154,86.08281659,48.75609129,121.3206973
"Los Angeles, Ca",Medium Water-Using Cluster,35,0.762764189,0.11066255,0.037995725,0.010923771,0.564948943,61.78441683,0.504347686,0.494225713,9.802549,4.412843,41.75990249,6.799705457,18.7188062,14.06839752,41.9650847,46.2610584,64.70598936,44.2233422,121.3977132
"Los Angeles, Ca",Medium Water-Using Cluster,36,0.764369187,0.111614596,0.038397329,0.010970665,0.567374195,61.74699952,0.505586507,0.494232346,11.725714,24.536665,43.45946862,6.793925345,18.57065984,14.900081,43.77155196,46.73681482,79.67042287,44.0883955,122.4696798
"Los Angeles, Ca",Medium Water-Using Cluster,37,0.762461245,0.110660625,0.037204865,0.010970665,0.56427379,61.73698104,0.506414846,0.493583882,9.490795,16.359589,44.52499297,6.647283202,18.03248843,15.60577191,41.70426715,45.69638103,69.20616315,44.25129808,123.2647116
"Los Angeles, Ca",Medium Water-Using Cluster,38,0.762144054,0.110792056,0.037568796,0.011007418,0.565685571,61.70712909,0.507612841,0.493857945,9.652865,0.063255206,45.1166832,6.754532658,18.68585021,14.96881685,39.75399703,46.7178478,77.17915022,44.99001644,125.3343013
"Los Angeles, Ca",Medium Water-Using Cluster,39,0.765347239,0.109741645,0.036738564,0.010429012,0.566484949,61.70842281,0.507641289,0.495971469,10.606764,0.004309159,44.43169701,6.797326028,20.23693775,14.57387002,40.06062625,47.79841447,86.50736609,46.32720626,132.4063111
"Los Angeles, Ca",Medium Water-Using Cluster,40,0.764066194,0.110401891,0.036879433,0.010874704,0.5643026,61.77748691,0.507206667,0.495672828,10.931253,3.488422,43.54557715,6.807299908,18.69748596,14.34900754,42.04684227,45.28796809,66.16221561,43.81814348,122.4589487
"Los Angeles, Ca",Medium Water-Using Cluster,41,0.76350226,0.110397335,0.03640257,0.010230788,0.565310493,61.64280584,0.505772231,0.495800698,11.523041,59.312862,41.18478512,6.634421027,18.2908187,16.16432963,39.57880777,46.25308172,87.70347446,43.32642646,119.2610559
"Los Angeles, Ca",Medium Water-Using Cluster,42,0.762333762,0.11011011,0.037323037,0.010582011,0.567567568,61.32066782,0.500856186,0.499221832,9.699039,13.3176365,49.84898787,5.898859325,18.73745045,16.15837935,43.03027929,45.83757609,81.36478142,50.66827046,122.9691944
"Los Angeles, Ca",Medium Water-Using Cluster,43,0.762415915,0.110777158,0.037355088,0.010304852,0.567339344,61.31235599,0.501446381,0.499649001,9.360966,0.06945721,49.04402867,5.818591839,18.68394643,15.33158164,44.19830378,46.14910906,68.94376739,49.87688804,122.2267968
"Los Angeles, Ca",Medium Water-Using Cluster,44,0.763003296,0.110760854,0.037111334,0.010459951,0.568276257,61.33621809,0.501301443,0.499409373,11.829877,0.001919072,49.62726575,5.887824314,18.5388864,15.49727002,43.92463966,44.17366748,74.6033408,50.89732531,120.059953
"Los Angeles, Ca",Medium Water-Using Cluster,45,0.761738625,0.109027475,0.037505451,0.010321268,0.56694287,61.27369807,0.499790203,0.499846078,11.364532,0.45634538,53.0735087,6.255328565,19.52784821,15.65571033,45.72575714,43.64628778,77.29641085,52.78710197,122.3332023
"Los Angeles, Ca",Medium Water-Using Cluster,46,0.764139942,0.109475219,0.036880466,0.010641399,0.569387755,61.2986213,0.501306765,0.499287929,9.807703,33.66626,52.62178107,6.125196079,19.95538183,15.50508264,46.48033129,44.71599159,61.59622569,54.11373598,126.274308
"Los Angeles, Ca",Medium Water-Using Cluster,47,0.765326778,0.109022556,0.036581839,0.01026605,0.568392134,61.4224163,0.502666978,0.498360816,9.181484,21.700233,51.94177499,6.206291604,20.65328042,15.81176002,46.87383728,46.68659613,66.45198524,54.62199488,131.6622866
"Los Angeles, Ca",Medium Water-Using Cluster,48,0.765920826,0.10929432,0.036288009,0.010613884,0.569994263,61.43168689,0.501987255,0.498019134,8.219375,3.7089844,47.79712926,5.876619694,18.80698307,15.82274645,45.89740248,45.90364098,65.92682543,50.43626354,122.018611
"Los Angeles, Ca",Medium Water-Using Cluster,49,0.765474652,0.110153669,0.037340227,0.010483987,0.571305472,61.30591297,0.500811476,0.499776078,6.7678,0.014502509,47.69978288,5.786181485,18.61134061,15.29827524,43.8311125,45.76828466,84.38315206,49.4066993,120.047387
"Los Angeles, Ca",Medium Water-Using Cluster,50,0.766235632,0.109195402,0.037068966,0.010201149,0.570402299,61.40598785,0.502139332,0.498678114,7.4529767,0.027254079,47.97898658,5.947330576,18.52153861,16.15489074,41.84669071,45.71412359,76.78452632,49.46156208,120.8534007
"Los Angeles, Ca",Medium Water-Using Cluster,51,0.764266207,0.108955009,0.03694121,0.010493029,0.569067127,61.36342593,0.502219946,0.497938466,7.0846853,0.7494151,50.0897686,5.971630087,18.23682781,15.96794148,44.11102949,45.30896622,89.76286444,49.72646496,120.2170693
"Los Angeles, Ca",Medium Water-Using Cluster,52,0.766700626,0.109882113,0.03740358,0.010042206,0.568912822,61.30760217,0.501294657,0.500192456,7.3710504,0,51.56982483,6.153857061,19.27046812,15.69065075,45.67049209,46.18415985,70.42736035,52.4798861,126.8954164
"Los Angeles, Ca",Medium Water-Using Cluster,53,0.767741003,0.110420581,0.037577685,0.010550658,0.570458159,61.1824,0.501368379,0.499909194,8.64005,0,52.63466581,6.14871215,20.04631512,15.54206444,46.14266116,47.17294112,94.36563673,53.26814821,130.1512831
"Los Angeles, Ca",Medium Water-Using Cluster,54,0.765584602,0.110169492,0.037632864,0.010341856,0.569807527,61.28263698,0.50149569,0.499131297,8.176191,0,49.30467481,5.892013263,19.32573646,16.6825513,46.49540427,46.03906653,89.57932456,51.01555713,124.1354163
"Los Angeles, Ca",Medium Water-Using Cluster,55,0.76475657,0.110871751,0.037052994,0.010340371,0.569151228,61.34032095,0.501705415,0.497682645,8.691902,0.005206399,49.33761144,5.938247716,18.77994525,17.5103925,50.80248513,46.22081241,70.07750148,49.27911523,123.3540326
"Los Angeles, Ca",Medium Water-Using Cluster,56,0.766284075,0.11133429,0.036585366,0.010329986,0.570157819,61.30300404,0.50171327,0.498234906,10.126045,0,48.16352127,6.023697485,18.53992694,16.59175829,46.68415957,46.35455264,79.22300944,48.86681604,121.6599123
"Los Angeles, Ca",Medium Water-Using Cluster,57,0.766138329,0.109654179,0.036599424,0.01037464,0.569884726,61.38082112,0.500749857,0.497973035,10.971628,0,47.41789248,5.84430993,18.85299734,16.99532967,49.52800059,46.06096602,89.43087275,49.12889283,122.9617479
"Los Angeles, Ca",Medium Water-Using Cluster,58,0.76571511,0.110149942,0.036620531,0.010524798,0.569204152,61.33018868,0.502477943,0.497154497,11.144341,0,50.43049818,5.961855752,18.39544189,16.32925007,44.982482,45.39693485,61.16941949,49.98988014,122.3629559
"Los Angeles, Ca",Medium Water-Using Cluster,59,0.767428322,0.110173192,0.037694659,0.010042206,0.570513753,61.24124286,0.502141381,0.499608692,11.539935,0,50.90696777,5.975352961,19.09554632,16.9987728,44.76434435,46.28417973,65.24766509,52.24633062,126.5152911
"Los Angeles, Ca",Medium Water-Using Cluster,60,0.766252528,0.109505923,0.037272465,0.009968217,0.569633054,61.28486259,0.503435231,0.497809012,9.657927,0.122299,53.57782402,6.288035304,20.68218808,16.93858667,49.10876655,47.55355735,69.91043647,54.64212714,133.7564675
"Los Angeles, Ca",Medium Water-Using Cluster,61,0.768646013,0.109581182,0.037292025,0.010327022,0.570854848,61.28321779,0.501782706,0.498801524,7.7889867,5.6365423,50.43245238,5.967383233,19.12511378,16.77947419,49.43815696,45.59344577,82.69032359,50.79056636,123.3288936
"Los Angeles, Ca",Medium Water-Using Cluster,62,0.767736365,0.110087782,0.037127644,0.010073392,0.570153979,61.19003476,0.502019164,0.498300426,7.096458,1.6797725,47.82384974,5.7977322,18.58425166,16.17381516,49.2691722,46.45510571,65.9181856,49.19232412,121.4235165
"Miami, Fl",Medium Water-Using Cluster,1,0.428571429,0.098901099,0,0.010989011,0.351648352,35.17777778,0.481518451,0.501946011,25.386814,3.926457,43.98678432,5.052787153,19.5598005,14.76736148,86.78739658,46.97164643,,52.21163279,140.5023185
"Miami, Fl",Medium Water-Using Cluster,2,0.462365591,0.096774194,0,0.010752688,0.35483871,34.95652174,0.487943301,0.494301601,23.942974,1.3019817,47.61809441,5.931502626,17.73449303,14.91551333,135.5893525,56.7275835,,58.0109637,148.8624413
"Miami, Fl",Medium Water-Using Cluster,3,0.453608247,0.092783505,0,0.010309278,0.360824742,34.36458333,0.496392619,0.496991477,23.932644,0.029916478,44.82145463,4.946222108,19.63204043,24.02453689,48.95533411,49.80590382,,55.85342462,136.1416103
"Miami, Fl",Medium Water-Using Cluster,4,0.462365591,0.096774194,0,0.010752688,0.35483871,35.05434783,0.497618408,0.493882836,22.895517,0,52.81556271,5.776304876,19.79766148,19.45322192,25.24930078,56.00700406,,58.05568133,153.1316181
"Miami, Fl",Medium Water-Using Cluster,5,0.468085106,0.095744681,0,0.010638298,0.372340426,34.12903226,0.482037037,0.502650285,22.261562,0.04934742,55.42893172,5.489465466,20.47745908,21.67837659,49.85445133,51.49093946,,55.72398571,139.5970663
"Miami, Fl",Medium Water-Using Cluster,6,0.462365591,0.096774194,0,0.010752688,0.365591398,34.39130435,0.489697687,0.504606417,22.677912,0.12678742,52.14310694,4.309553939,19.50855172,13.99063816,23.30835332,50.86497507,,50.43158576,128.6188159
"Miami, Fl",Medium Water-Using Cluster,7,0.468085106,0.095744681,0,0.010638298,0.361702128,34.79569892,0.487535885,0.501133315,23.615969,0.27579385,41.07932469,5.369802966,19.23220444,20.35030609,22.15328223,47.48805394,,48.9898177,124.3229921
"Miami, Fl",Medium Water-Using Cluster,8,0.462365591,0.096774194,0,0.010752688,0.35483871,35.04347826,0.479043241,0.495322224,23.438154,0.24027634,56.66160798,5.118334976,18.29848892,14.75926251,15.23185591,55.90301447,78.17104954,56.5032531,143.6431072
"Miami, Fl",Medium Water-Using Cluster,9,0.468085106,0.095744681,0,0.010638298,0.361702128,34.91397849,0.477310828,0.4958281,23.064486,0.018085787,45.83420568,5.493348627,18.3600185,15.91768409,98.43382782,56.22786117,,56.38856264,144.9214981
"Miami, Fl",Medium Water-Using Cluster,10,0.458333333,0.09375,0,0.010416667,0.375,34.17894737,0.493345642,0.498816619,22.592457,0.01741346,53.64383024,5.490384352,19.12237261,20.61257374,53.06125036,57.11991917,,53.34786765,140.6371957
"Miami, Fl",Medium Water-Using Cluster,11,0.474747475,0.090909091,0,0.01010101,0.363636364,33.59183673,0.504534542,0.516496611,22.23562,0.002215975,51.3695168,5.710975191,18.98212259,17.42369966,197.3648899,55.44078635,,58.67736051,150.0615683
"Miami, Fl",Medium Water-Using Cluster,12,0.474747475,0.090909091,0,0.01010101,0.363636364,33.71428571,0.499734744,0.509942245,21.305037,0.001477359,39.95604848,5.668071683,19.30660869,20.0256866,86.85687633,50.3729288,,55.30112166,140.6993728
"Miami, Fl",Medium Water-Using Cluster,13,0.474747475,0.090909091,0,0.01010101,0.353535354,34.69387755,0.499023756,0.50719031,20.640394,1.57462,46.83441034,4.734427707,19.52196692,24.59249465,45.08116416,51.1018512,,51.35211273,139.0291057
"Miami, Fl",Medium Water-Using Cluster,14,0.464646465,0.080808081,0,0.01010101,0.343434343,34.47959184,0.493249391,0.500183462,21.880379,10.275693,49.55656025,5.152581601,20.02543918,17.28488259,173.2717854,54.76096922,,57.29714212,149.2962686
"Miami, Fl",Medium Water-Using Cluster,15,0.46,0.09,0,0.01,0.35,34.83838384,0.504652612,0.497898184,23.25882,2.3677402,34.59560837,4.464789274,18.01610096,18.92775869,21.92113765,49.76792358,,53.85463846,125.7200292
"Miami, Fl",Medium Water-Using Cluster,16,0.457446809,0.095744681,0,0.010638298,0.372340426,34.82795699,0.492804359,0.506011214,24.746178,3.9849753,38.17286022,6.61727875,18.95595687,17.32760314,14.36704146,53.12496174,,48.95877345,130.7283762
"Miami, Fl",Medium Water-Using Cluster,17,0.484848485,0.090909091,0,0.01010101,0.353535354,34.55102041,0.499124486,0.505729668,21.284067,4.9812665,56.11374181,3.945281729,19.4319624,27.38838814,14.61279222,60.42112701,,58.6655488,148.137879
"Miami, Fl",Medium Water-Using Cluster,18,0.47,0.09,0,0.01,0.35,34.78787879,0.501196172,0.496500175,21.93949,3.2673695,42.82448878,6.04770889,19.85285423,18.35295757,16.28142986,53.99830995,,55.81228426,136.7321532
"Miami, Fl",Medium Water-Using Cluster,19,0.464646465,0.090909091,0,0.01010101,0.343434343,34.83673469,0.503230085,0.498726348,20.155655,0.1595137,45.85477471,5.534027562,18.4538631,24.11892397,77.77001657,54.41809935,,58.28950421,146.1394241
"Miami, Fl",Medium Water-Using Cluster,20,0.494845361,0.092783505,0,0.010309278,0.350515464,35.36458333,0.505511825,0.501145075,20.013084,2.2870178,38.25366114,4.810904345,18.90647235,14.2706593,124.5248017,55.12785156,108.2512703,59.10632944,143.1458717
"Miami, Fl",Medium Water-Using Cluster,21,0.489583333,0.09375,0,0.010416667,0.354166667,35.72631579,0.509752271,0.49420316,21.93641,2.4538968,50.37878263,5.494936179,18.22154145,17.62751568,99.32687397,52.72097531,,57.52561635,147.0523669
"Miami, Fl",Medium Water-Using Cluster,22,0.485148515,0.089108911,0,0.00990099,0.356435644,34.83,0.50608938,0.50004928,22.11364,0.26065898,44.0724905,5.098144311,19.10798479,22.10157848,152.6022094,50.25649473,79.08632553,57.96802419,139.7741779
"Miami, Fl",Medium Water-Using Cluster,23,0.463917526,0.092783505,0,0.010309278,0.329896907,35.23958333,0.50223457,0.487278142,23.184532,3.4608521,60.03670973,5.759946165,20.00835936,18.11265254,113.2444126,57.18195475,,58.43461739,147.302997
"Miami, Fl",Medium Water-Using Cluster,24,0.473684211,0.094736842,0,0.010526316,0.336842105,34.9893617,0.491526018,0.495729544,17.19521,2.3754287,45.10343688,4.943790735,22.61376057,13.03633292,154.5531951,56.07425449,,64.14618226,148.4028756
"Miami, Fl",Medium Water-Using Cluster,25,0.457446809,0.095744681,0,0.010638298,0.340425532,34.75268817,0.505419103,0.501528117,8.579484,0.29238123,30.15120463,8.319321029,20.72180016,17.54138362,115.11423,57.2544232,,62.03615726,142.6259344
"Miami, Fl",Medium Water-Using Cluster,26,0.453608247,0.092783505,0,0.010309278,0.319587629,34.22916667,0.510008823,0.50020975,7.429643,4.587321,39.49296068,5.386682348,19.64973871,14.46591944,131.1939075,61.16471717,,58.25873179,142.6694084
"Miami, Fl",Medium Water-Using Cluster,27,0.457446809,0.095744681,0,0.010638298,0.329787234,34.43010753,0.507844463,0.501087797,10.987195,6.181352,56.65690119,5.89039862,21.5132094,12.52501596,36.73675631,53.60096054,,58.82178851,133.6694965
"Miami, Fl",Medium Water-Using Cluster,28,0.449438202,0.101123596,0,0.011235955,0.325842697,34.42696629,0.506388858,0.514521775,16.749844,0.12549824,39.09576959,6.021610068,19.0375577,11.84227885,28.10397395,51.38121396,,51.07951743,124.7114514
"Miami, Fl",Medium Water-Using Cluster,29,0.463917526,0.092783505,0,0.010309278,0.350515464,34.64583333,0.503780244,0.494465469,18.97914,0.04663987,58.10854454,5.233829513,19.09212271,14.74492721,40.49328577,53.61140692,59.86193758,55.23148068,134.5663774
"Miami, Fl",Medium Water-Using Cluster,30,0.463157895,0.094736842,0,0.010526316,0.336842105,34.24468085,0.500351051,0.497941063,22.07092,0.022337735,58.44528912,6.606237581,17.83043518,13.87442065,50.52411608,57.01163261,,58.1925737,138.9285617
"Miami, Fl",Medium Water-Using Cluster,31,0.459770115,0.103448276,0,0.011494253,0.344827586,33.94252874,0.495798208,0.499053521,23.643269,0.000463648,50.92519187,5.24127758,20.31138246,12.36116397,44.77391365,61.99107811,,54.65741165,138.722919
"Miami, Fl",Medium Water-Using Cluster,32,0.436170213,0.095744681,0,0.010638298,0.329787234,34.24731183,0.492540793,0.501130528,23.794811,5.03E-05,48.16218141,5.752344234,20.22151179,18.81354488,268.6992164,55.37676661,,61.24677707,143.5884539
"Miami, Fl",Medium Water-Using Cluster,33,0.484536082,0.092783505,0,0.010309278,0.360824742,33.96875,0.50689623,0.509685428,23.911213,0.006231698,54.02374049,6.08726985,18.75739337,19.37252755,147.6454113,54.08064308,,58.14496854,152.149879
"Miami, Fl",Medium Water-Using Cluster,34,0.463917526,0.092783505,0,0.010309278,0.360824742,33.86458333,0.492660959,0.502222634,23.850624,0.001260126,49.71300853,9.70117873,19.29637438,21.28381651,73.81816711,52.30197465,107.604028,54.88733155,140.4897106
